"","old_code","old_scientificName","old_UpdateStatus","ScientificNameAuthorCoL","TaxonomicStatus","new_canonicalName","new_authorship","new_code","new_scientificName","new_UpdateStatus","ruleApplied","new_classification"
"436","6039","Coelorhynchus coelorhynchus","Deletion","Coelorinchus caelorhincus (Risso, 1810)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"437","5927","Coelorinchus caelorhincus caelorhincus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"438","6299","Coincya cintrana","Deletion","Coincya monensis subsp. cheiranthos (Vill.) Aedo, Leadlay & J. Muñoz Garm.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"439","6285","Colchicum cupanii subsp. cupanii","Deletion","Colchicum cupanii subsp. cupanii","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"440","6212","Colchicum neapolitanum","Deletion","Colchicum neapolitanum (Ten.) Ten.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"441","1278","Coluber caspius","Deletion","Dolichophis caspius (Gmelin, 1789)","Ambiguous","Dolichophis caspius","Gmelin in Linnaeus, 1789","6138","Dolichophis caspius","Remains","Ambiguous - Remains","SPECIES:Dolichophis caspius (Gmelin, 1789)|GENUS:Dolichophis|SUBFAMILY:Colubrinae|FAMILY:Colubridae|SUPERFAMILY:Colubroidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"442","2447","Coluber cypriensis","Deletion","Hierophis cypriensis (Schätti, 1985)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"443","2007","Coluber gemonensis","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"444","1288","Coluber hippocrepis","Deletion","Hemorrhois hippocrepis (Linnaeus, 1758)","Synonym","Hemorrhois hippocrepis","Linnaeus, 1758","5668","Hemorrhois hippocrepis","Remains","Synonym - Remains","SPECIES:Hemorrhois hippocrepis (Linnaeus, 1758)|GENUS:Hemorrhois|SUBFAMILY:Colubrinae|FAMILY:Colubridae|SUPERFAMILY:Colubroidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"445","5609","Coluber hippocrepis nigrescens","Deletion","Hemorrhois hippocrepis (Linnaeus, 1758)","Synonym","Hemorrhois hippocrepis","Cattaneo, 1985","5668","Hemorrhois hippocrepis","Remains","Synonym - Remains","SPECIES:Hemorrhois hippocrepis (Linnaeus, 1758)|GENUS:Hemorrhois|SUBFAMILY:Colubrinae|FAMILY:Colubridae|SUPERFAMILY:Colubroidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"446","1280","Coluber jugularis","Deletion","Dolichophis jugularis (Linnaeus, 1758)","Synonym","Dolichophis jugularis","Linnaeus, 1758","6089","Dolichophis jugularis","Remains","Synonym - Remains","SPECIES:Dolichophis jugularis (Linnaeus, 1758)|GENUS:Dolichophis|SUBFAMILY:Colubrinae|FAMILY:Colubridae|SUPERFAMILY:Colubroidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"447","1287","Coluber laurenti","Deletion","Hierophis gemonensis (Laurenti, 1768)","Synonym","Hierophis gemonensis","Bedriaga, 1882","5669","Hierophis gemonensis","Remains","Synonym - Remains","SPECIES:Hierophis gemonensis (Laurenti, 1768)|GENUS:Hierophis|SUBFAMILY:Colubrinae|FAMILY:Colubridae|SUPERFAMILY:Colubroidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"448","1286","Coluber najadum","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"449","1285","Coluber nummifer","Deletion","Hemorrhois nummifer (Reuss, 1834)","Synonym","Hemorrhois nummifer","Reuss, 1834","6153","Hemorrhois nummifer","Remains","Synonym - Remains","SPECIES:Hemorrhois nummifer (Reuss, 1834)|GENUS:Hemorrhois|SUBFAMILY:Colubrinae|FAMILY:Colubridae|SUPERFAMILY:Colubroidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"450","1284","Coluber viridiflavus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"451","5610","Coluber viridiflavus carbonarius","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"452","6040","Conger conger","Deletion","Conger conger (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"453","5050","Coregonus arenicolus","Deletion","Coregonus arenicolus Kottelat, 1997","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"454","5051","Coregonus atterensis","Deletion","Coregonus atterensis Kottelat, 1997","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"455","5052","Coregonus austriacus","Deletion","Coregonus austriacus Vogt, 1909","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"456","2493","Coregonus autumnalis","Deletion","Coregonus autumnalis (Pallas, 1776)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"457","5053","Coregonus autumnalis autumnalis","Deletion","Coregonus autumnalis (Pallas, 1776)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"458","5980","Coregonus autumnalis pollan","Deletion","Coregonus pollan Thompson, 1835","Synonym","Coregonus pollan","Thompson, 1835","5076","Coregonus pollan","Remains","Synonym - Remains","SPECIES:Coregonus pollan Thompson, 1835|GENUS:Coregonus|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"459","5055","Coregonus bezola","Deletion","Coregonus bezola Fatio, 1888","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"460","5056","Coregonus candidus","Deletion","Coregonus candidus Goll, 1883","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"461","5057","Coregonus clupeoides","Deletion","Coregonus clupeoides Lacepède, 1803","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"462","5058","Coregonus danneri","Deletion","Coregonus danneri Vogt, 1908","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"463","5059","Coregonus duplex","Deletion","Coregonus duplex Fatio, 1890","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"464","1110","Coregonus fera","Deletion","Coregonus fera Jurine, 1825","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"465","5061","Coregonus gutturosus","Deletion","Coregonus gutturosus (Gmelin, 1818)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"466","5062","Coregonus hiemalis","Deletion","Coregonus hiemalis Jurine, 1825","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"467","5063","Coregonus hoferi","Deletion","Coregonus hoferi Berg, 1932","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"468","5064","Coregonus kiletz","Deletion","Coregonus kiletz Michailovsky, 1903","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"469","2494","Coregonus lavaretus","Deletion","Coregonus lavaretus (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"470","5067","Coregonus macrophthalmus","Deletion","Coregonus macrophthalmus Nüsslin, 1882","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
